datestamp,country_code,marketing_channel,conversions
2015-02-11,es,Search Engine Results,1535
2015-02-11,fr,Display Ads,541185
2015-02-11,fr,KAYAK Deals Email,34
2015-02-11,fr,Search Engine Ads,1247
2015-02-11,fr,Search Engine Results,1303
2015-02-11,gb,Display Ads,416
2015-02-11,gb,KAYAK Deals Email,17
2015-02-11,gb,Search Engine Ads,173
2015-02-11,gb,Search Engine Results,893
2015-02-11,gb,Travel Search Site,181
2015-02-11,it,Display Ads,205
2015-02-11,it,KAYAK Deals Email,6
2015-02-11,it,Search Engine Ads,578
2015-02-11,it,Search Engine Results,606
2015-02-11,us,Display Ads,19648
2015-02-11,us,KAYAK Deals Email,999
2015-02-11,us,Search Engine Ads,10646
2015-02-11,us,Search Engine Results,17283
2015-02-12,de,Display Ads,1289
2015-02-12,de,KAYAK Deals Email,3
2015-02-12,de,Search Engine Ads,1463
2015-02-12,de,Search Engine Results,1139
2015-02-12,es,Display Ads,538
2015-02-12,es,KAYAK Deals Email,20
2015-02-12,es,Search Engine Ads,2731
2015-02-12,es,Search Engine Results,1589
2015-02-12,fr,Display Ads,437
2015-02-12,fr,KAYAK Deals Email,6
2015-02-12,fr,Search Engine Ads,1065
2015-02-12,fr,Search Engine Results,1241
2015-02-12,gb,Display Ads,416
2015-02-12,gb,KAYAK Deals Email,6
2015-02-12,gb,Search Engine Ads,197
2015-02-12,gb,Search Engine Results,749
2015-02-12,gb,Travel Search Site,231
2015-02-12,it,Display Ads,194
2015-02-12,it,KAYAK Deals Email,6
2015-02-12,it,Search Engine Ads,549
2015-02-12,it,Search Engine Results,573
2015-02-12,us,Display Ads,19478
2015-02-12,us,KAYAK Deals Email,1921
2015-02-12,us,Search Engine Ads,11865
2015-02-12,us,Search Engine Results,16544
2015-02-13,de,Display Ads,1119
2015-02-13,de,KAYAK Deals Email,3
2015-02-13,de,Search Engine Ads,1512
2015-02-13,de,Search Engine Results,1073
2015-02-13,es,Display Ads,486
2015-02-13,es,KAYAK Deals Email,30
2015-02-13,es,Search Engine Ads,2098
2015-02-13,es,Search Engine Results,1168
2015-02-13,fr,Display Ads,413
2015-02-13,fr,KAYAK Deals Email,17
2015-02-13,fr,Search Engine Ads,968
2015-02-13,fr,Search Engine Results,1133
2015-02-13,gb,Display Ads,340
2015-02-13,gb,KAYAK Deals Email,51
2015-02-13,gb,Search Engine Ads,179
2015-02-13,gb,Search Engine Results,668
2015-02-13,gb,Travel Search Site,222
2015-02-13,it,Display Ads,176
2015-02-13,it,KAYAK Deals Email,17
2015-02-13,it,Search Engine Ads,572
2015-02-13,it,Search Engine Results,523
2015-02-13,us,Display Ads,17585
2015-02-13,us,KAYAK Deals Email,1101
2015-02-13,us,Search Engine Ads,11863
2015-02-13,us,Search Engine Results,16250
2015-02-14,de,Display Ads,1038
2015-02-14,de,KAYAK Deals Email,6
2015-02-14,de,Search Engine Ads,1185
2015-02-14,de,Search Engine Results,874
2015-02-14,es,Display Ads,298
2015-02-14,es,KAYAK Deals Email,3
2015-02-14,es,Search Engine Ads,1431
2015-02-14,es,Search Engine Results,895
2015-02-14,fr,Display Ads,400
2015-02-14,fr,KAYAK Deals Email,13
2015-02-14,fr,Search Engine Ads,988
2015-02-14,fr,Search Engine Results,1184
2015-02-14,gb,Display Ads,334
2015-02-14,gb,KAYAK Deals Email,23
2015-02-14,gb,Search Engine Ads,94
2015-02-14,gb,Search Engine Results,606
2015-02-14,gb,Travel Search Site,291
2015-02-14,it,Display Ads,116
2015-02-14,it,KAYAK Deals Email,10
2015-02-14,it,Search Engine Ads,449
2015-02-14,it,Search Engine Results,411
2015-02-14,us,Display Ads,13932
2015-02-14,us,KAYAK Deals Email,928
2015-02-14,us,Search Engine Ads,11147
2015-02-14,us,Search Engine Results,13004
2015-02-15,de,Display Ads,1530
2015-02-15,de,KAYAK Deals Email,6
2015-02-15,de,Search Engine Ads,1851
2015-02-15,de,Search Engine Results,1383
2015-02-15,es,Display Ads,454
2015-02-15,es,KAYAK Deals Email,20
2015-02-15,es,Search Engine Ads,2263
2015-02-15,es,Search Engine Results,1751
2015-02-15,fr,Display Ads,521
2015-02-15,fr,KAYAK Deals Email,13
2015-02-15,fr,Search Engine Ads,1205
2015-02-15,fr,Search Engine Results,1659
2015-02-15,gb,Display Ads,377
2015-02-15,gb,KAYAK Deals Email,17
2015-02-15,gb,Search Engine Ads,194
2015-02-15,gb,Search Engine Results,820
2015-02-15,gb,Travel Search Site,269
2015-02-15,it,Display Ads,187
2015-02-15,it,KAYAK Deals Email,13
2015-02-15,it,Search Engine Ads,548
2015-02-15,it,Search Engine Results,502
2015-02-15,us,Display Ads,13675
2015-02-15,us,KAYAK Deals Email,782
2015-02-15,us,Search Engine Ads,8076
2015-02-15,us,Search Engine Results,11796
2015-02-16,de,Display Ads,1516
2015-02-16,de,KAYAK Deals Email,27
2015-02-16,de,Search Engine Ads,1759
2015-02-16,de,Search Engine Results,1436
2015-02-16,es,Display Ads,608
2015-02-16,es,KAYAK Deals Email,23
2015-02-16,es,Search Engine Ads,2671
2015-02-16,es,Search Engine Results,2086
2015-02-16,fr,Display Ads,469
2015-02-16,fr,KAYAK Deals Email,20
2015-02-16,fr,Search Engine Ads,1113
2015-02-16,fr,Search Engine Results,1476
2015-02-16,gb,Display Ads,448
2015-02-16,gb,KAYAK Deals Email,27
2015-02-16,gb,Search Engine Ads,183
2015-02-16,gb,Search Engine Results,916
2015-02-16,gb,Travel Search Site,222
2015-02-16,it,Display Ads,198
2015-02-16,it,KAYAK Deals Email,3
2015-02-16,it,Search Engine Ads,707
2015-02-16,it,Search Engine Results,550
2015-02-16,us,Display Ads,16672
2015-02-16,us,KAYAK Deals Email,809
2015-02-16,us,Search Engine Ads,9205
2015-02-16,us,Search Engine Results,14227
2015-02-17,de,Display Ads,1454
2015-02-17,de,KAYAK Deals Email,3
2015-02-17,de,Search Engine Ads,1455
2015-02-17,de,Search Engine Results,1378
2015-02-17,es,Display Ads,628
2015-02-17,es,KAYAK Deals Email,17
2015-02-17,es,Search Engine Ads,2855
2015-02-17,es,Search Engine Results,2176
2015-02-17,fr,Display Ads,403
2015-02-17,fr,KAYAK Deals Email,10
2015-02-17,fr,Search Engine Ads,1150
2015-02-17,fr,Search Engine Results,1358
2015-02-17,gb,Display Ads,415
2015-02-17,gb,KAYAK Deals Email,20
2015-02-17,gb,Search Engine Ads,146
2015-02-17,gb,Search Engine Results,802
2015-02-17,gb,Travel Search Site,264
2015-02-17,it,Display Ads,255
2015-02-17,it,Search Engine Ads,531
2015-02-17,it,Search Engine Results,645
2015-02-17,us,Display Ads,17475
2015-02-17,us,KAYAK Deals Email,1006
2015-02-17,us,Search Engine Ads,9262
2015-02-17,us,Search Engine Results,15083
2015-02-18,de,Display Ads,1439
2015-02-18,de,KAYAK Deals Email,17
2015-02-18,de,Search Engine Ads,1786
2015-02-18,de,Search Engine Results,1245
2015-02-18,es,Display Ads,633
2015-02-18,es,KAYAK Deals Email,20
2015-02-18,es,Search Engine Ads,2910
2015-02-18,es,Search Engine Results,1853
2015-02-18,fr,Display Ads,410
2015-02-18,fr,KAYAK Deals Email,37
2015-02-18,fr,Search Engine Ads,991
2015-02-18,fr,Search Engine Results,1293
2015-02-18,gb,Display Ads,426
2015-02-18,gb,KAYAK Deals Email,23
2015-02-18,gb,Search Engine Ads,131
2015-02-18,gb,Search Engine Results,742
2015-02-18,gb,Travel Search Site,258
2015-02-18,it,Display Ads,223
2015-02-18,it,KAYAK Deals Email,6
2015-02-18,it,Search Engine Ads,580
2015-02-18,it,Search Engine Results,624
2015-02-18,us,Display Ads,17588
2015-02-18,us,KAYAK Deals Email,2043
2015-02-18,us,Search Engine Ads,9245
2015-02-18,us,Search Engine Results,14968
2015-02-19,de,Display Ads,1333
2015-02-19,de,KAYAK Deals Email,20
2015-02-19,de,Search Engine Ads,1521
2015-02-19,de,Search Engine Results,1235
2015-02-19,es,Display Ads,521
2015-02-19,es,KAYAK Deals Email,20
2015-02-19,es,Search Engine Ads,2642
2015-02-19,es,Search Engine Results,1698
2015-02-19,fr,Display Ads,590
2015-02-19,fr,KAYAK Deals Email,6
2015-02-19,fr,Search Engine Ads,1012
2015-02-19,fr,Search Engine Results,1286
2015-02-19,gb,Display Ads,365
2015-02-19,gb,Search Engine Ads,122
2015-02-19,gb,Search Engine Results,783
2015-02-19,gb,Travel Search Site,167
2015-02-19,it,Display Ads,237
2015-02-19,it,KAYAK Deals Email,6
2015-02-19,it,Search Engine Ads,579
2015-02-19,it,Search Engine Results,529
2015-02-19,us,Display Ads,16573
2015-02-19,us,KAYAK Deals Email,1853
2015-02-19,us,Search Engine Ads,8828
2015-02-19,us,Search Engine Results,13967
2015-02-20,de,Display Ads,1092
2015-02-20,de,KAYAK Deals Email,23
2015-02-20,de,Search Engine Ads,1490
2015-02-20,de,Search Engine Results,1209
2015-02-20,es,Display Ads,478
2015-02-20,es,KAYAK Deals Email,10
2015-02-20,es,Search Engine Ads,2201
2015-02-20,es,Search Engine Results,1317
2015-02-20,fr,Display Ads,453
2015-02-20,fr,KAYAK Deals Email,10
2015-02-20,fr,Search Engine Ads,947
2015-02-20,fr,Search Engine Results,1144
2015-02-20,gb,Display Ads,356
2015-02-20,gb,Search Engine Ads,129
2015-02-20,gb,Search Engine Results,603
2015-02-20,gb,Travel Search Site,167
2015-02-20,it,Display Ads,195
2015-02-20,it,KAYAK Deals Email,10
2015-02-20,it,Search Engine Ads,449
2015-02-20,it,Search Engine Results,517
2015-02-20,us,Display Ads,15928
2015-02-20,us,KAYAK Deals Email,863
2015-02-20,us,Search Engine Ads,8655
2015-02-20,us,Search Engine Results,13634
2015-02-21,de,Display Ads,1205
2015-02-21,de,KAYAK Deals Email,40
2015-02-21,de,Search Engine Ads,1426
2015-02-21,de,Search Engine Results,1096
2015-02-21,es,Display Ads,464
2015-02-21,es,Search Engine Ads,2007
2015-02-21,es,Search Engine Results,1278
2015-02-21,fr,Display Ads,398
2015-02-21,fr,KAYAK Deals Email,20
2015-02-21,fr,Search Engine Ads,844
2015-02-21,fr,Search Engine Results,1141
2015-02-21,gb,Display Ads,300
2015-02-21,gb,KAYAK Deals Email,20
2015-02-21,gb,Search Engine Ads,133
2015-02-21,gb,Search Engine Results,703
2015-02-21,gb,Travel Search Site,217
2015-02-21,it,Display Ads,140
2015-02-21,it,KAYAK Deals Email,13
2015-02-21,it,Search Engine Ads,451
2015-02-21,it,Search Engine Results,414
2015-02-21,us,Display Ads,13291
2015-02-21,us,KAYAK Deals Email,829
2015-02-21,us,Search Engine Ads,7781
2015-02-21,us,Search Engine Results,12103
2015-02-22,de,Display Ads,1738
2015-02-22,de,KAYAK Deals Email,23
2015-02-22,de,Search Engine Ads,1909
2015-02-22,de,Search Engine Results,1712
2015-02-22,es,Display Ads,609
2015-02-22,es,KAYAK Deals Email,10
2015-02-22,es,Search Engine Ads,2724
2015-02-22,es,Search Engine Results,2224
2015-02-22,fr,Display Ads,497
2015-02-22,fr,KAYAK Deals Email,44
2015-02-22,fr,Search Engine Ads,1089
2015-02-22,fr,Search Engine Results,1611
2015-02-22,gb,Display Ads,465
2015-02-22,gb,KAYAK Deals Email,13
2015-02-22,gb,Search Engine Ads,152
2015-02-22,gb,Search Engine Results,851
2015-02-22,gb,Travel Search Site,275
2015-02-22,it,Display Ads,256
2015-02-22,it,Search Engine Ads,664
2015-02-22,it,Search Engine Results,548
2015-02-22,us,Display Ads,14522
2015-02-22,us,KAYAK Deals Email,1003
2015-02-22,us,Search Engine Ads,8262
2015-02-22,us,Search Engine Results,12912
2015-02-23,de,Display Ads,1609
2015-02-23,de,KAYAK Deals Email,64
2015-02-23,de,Search Engine Ads,1755
2015-02-23,de,Search Engine Results,1555
2015-02-23,es,Display Ads,710
2015-02-23,es,KAYAK Deals Email,20
2015-02-23,es,Search Engine Ads,3193
2015-02-23,es,Search Engine Results,2352
2015-02-23,fr,Display Ads,497
2015-02-23,fr,KAYAK Deals Email,23
2015-02-23,fr,Search Engine Ads,1195
2015-02-23,fr,Search Engine Results,1623
2015-02-23,gb,Display Ads,441
2015-02-23,gb,KAYAK Deals Email,27
2015-02-23,gb,Search Engine Ads,177
2015-02-23,gb,Search Engine Results,921
2015-02-23,gb,Travel Search Site,297
2015-02-23,it,Display Ads,225
2015-02-23,it,KAYAK Deals Email,10
2015-02-23,it,Search Engine Ads,682
2015-02-23,it,Search Engine Results,552
2015-02-23,us,Display Ads,18731
2015-02-23,us,KAYAK Deals Email,1081
2015-02-23,us,Search Engine Ads,9124
2015-02-23,us,Search Engine Results,15899
2015-02-24,de,Display Ads,1420
2015-02-24,de,KAYAK Deals Email,30
2015-02-24,de,Search Engine Ads,1775
2015-02-24,de,Search Engine Results,1146
2015-02-24,es,Display Ads,674
2015-02-24,es,KAYAK Deals Email,23
2015-02-24,es,Search Engine Ads,2956
2015-02-24,es,Search Engine Results,2238
2015-02-24,fr,Display Ads,495
2015-02-24,fr,KAYAK Deals Email,37
2015-02-24,fr,Search Engine Ads,1065
2015-02-24,fr,Search Engine Results,1567
2015-02-24,gb,Display Ads,392
2015-02-24,gb,KAYAK Deals Email,10
2015-02-24,gb,Search Engine Ads,169
2015-02-24,gb,Search Engine Results,781
2015-02-24,gb,Travel Search Site,236
2015-02-24,it,Display Ads,246
2015-02-24,it,Search Engine Ads,593
2015-02-24,it,Search Engine Results,525
2015-02-24,us,Display Ads,18728
2015-02-24,us,KAYAK Deals Email,1689
2015-02-24,us,Search Engine Ads,7670
2015-02-24,us,Search Engine Results,15838
2015-02-25,de,Display Ads,1509
2015-02-25,de,KAYAK Deals Email,23
2015-02-25,de,Search Engine Ads,1583
2015-02-25,de,Search Engine Results,1409
2015-02-25,es,Display Ads,680
2015-02-25,es,KAYAK Deals Email,23
2015-02-25,es,Search Engine Ads,3007
2015-02-25,es,Search Engine Results,2159
2015-02-25,fr,Display Ads,516
2015-02-25,fr,KAYAK Deals Email,20
2015-02-25,fr,Search Engine Ads,1019
2015-02-25,fr,Search Engine Results,1468
2015-02-25,gb,Display Ads,413
2015-02-25,gb,KAYAK Deals Email,37
2015-02-25,gb,Search Engine Ads,150
2015-02-25,gb,Search Engine Results,820
2015-02-25,gb,Travel Search Site,184
2015-02-25,it,Display Ads,234
2015-02-25,it,KAYAK Deals Email,3
2015-02-25,it,Search Engine Ads,494
2015-02-25,it,Search Engine Results,657
2015-02-25,us,Display Ads,18536
2015-02-25,us,KAYAK Deals Email,1111
2015-02-25,us,Search Engine Ads,7488
2015-02-25,us,Search Engine Results,16046
2015-02-25,us,Travel Search Site,2
2015-02-26,de,Display Ads,1331
2015-02-26,de,KAYAK Deals Email,34
2015-02-26,de,Search Engine Ads,1629
2015-02-26,de,Search Engine Results,1298
2015-02-26,es,Display Ads,570
2015-02-26,es,KAYAK Deals Email,6
2015-02-26,es,Search Engine Ads,2869
2015-02-26,es,Search Engine Results,1960
2015-02-26,fr,Display Ads,433
2015-02-26,fr,KAYAK Deals Email,20
2015-02-26,fr,Search Engine Ads,1034
2015-02-26,fr,Search Engine Results,1361
2015-02-26,gb,Display Ads,362
2015-02-26,gb,KAYAK Deals Email,3
2015-02-26,gb,Search Engine Ads,133
2015-02-26,gb,Search Engine Results,747
2015-02-26,gb,Travel Search Site,266
2015-02-26,it,Display Ads,238
2015-02-26,it,KAYAK Deals Email,3
2015-02-26,it,Search Engine Ads,420
2015-02-26,it,Search Engine Results,493
2015-02-26,us,Display Ads,17618
2015-02-26,us,KAYAK Deals Email,2907
2015-02-26,us,Search Engine Ads,6677
2015-02-26,us,Search Engine Results,14772
2015-02-27,de,Display Ads,1189
2015-02-27,de,KAYAK Deals Email,10
2015-02-27,de,Search Engine Ads,1679
2015-02-27,de,Search Engine Results,1251
2015-02-27,es,Display Ads,483
2015-02-27,es,KAYAK Deals Email,10
2015-02-27,es,Search Engine Ads,2535
2015-02-27,es,Search Engine Results,1725
2015-02-27,fr,Display Ads,400
2015-02-27,fr,KAYAK Deals Email,13
2015-02-27,fr,Search Engine Ads,947
2015-02-27,fr,Search Engine Results,1206
2015-02-27,gb,Display Ads,328
2015-02-27,gb,KAYAK Deals Email,23
2015-02-27,gb,Search Engine Ads,160
2015-02-27,gb,Search Engine Results,605
2015-02-27,gb,Travel Search Site,209
2015-02-27,it,Display Ads,186
2015-02-27,it,KAYAK Deals Email,10
2015-02-27,it,Search Engine Ads,400
2015-02-27,it,Search Engine Results,524
2015-02-27,us,Display Ads,15628
2015-02-27,us,KAYAK Deals Email,1730
2015-02-27,us,Search Engine Ads,6311
2015-02-27,us,Search Engine Results,13410
2015-02-28,de,Display Ads,1167
2015-02-28,de,KAYAK Deals Email,3
2015-02-28,de,Search Engine Ads,1480
2015-02-28,de,Search Engine Results,1130
2015-02-28,es,Display Ads,392
2015-02-28,es,KAYAK Deals Email,17
2015-02-28,es,Search Engine Ads,1945
2015-02-28,es,Search Engine Results,1439
2015-02-28,fr,Display Ads,387
2015-02-28,fr,KAYAK Deals Email,30
2015-02-28,fr,Search Engine Ads,947
2015-02-28,fr,Search Engine Results,1148
2015-02-28,gb,Display Ads,354
2015-02-28,gb,KAYAK Deals Email,13
2015-02-28,gb,Search Engine Ads,159
2015-02-28,gb,Search Engine Results,686
2015-02-28,gb,Travel Search Site,176
2015-02-28,it,Display Ads,157
2015-02-28,it,KAYAK Deals Email,3
2015-02-28,it,Search Engine Ads,365
2015-02-28,it,Search Engine Results,468
2015-02-28,us,Display Ads,13259
2015-02-28,us,KAYAK Deals Email,765
2015-02-28,us,Search Engine Ads,5403
2015-02-28,us,Search Engine Results,12191
2015-03-01,de,Display Ads,2053
2015-03-01,de,KAYAK Deals Email,61
2015-03-01,de,Search Engine Ads,2274
2015-03-01,de,Search Engine Results,1742
2015-03-01,es,Display Ads,558
2015-03-01,es,KAYAK Deals Email,6
2015-03-01,es,Search Engine Ads,2650
2015-03-01,es,Search Engine Results,2200
2015-03-01,fr,Display Ads,631
2015-03-01,fr,KAYAK Deals Email,34
2015-03-01,fr,Search Engine Ads,1191
2015-03-01,fr,Search Engine Results,1604
2015-03-01,gb,Display Ads,438
2015-03-01,gb,KAYAK Deals Email,37
2015-03-01,gb,Search Engine Ads,177
2015-03-01,gb,Search Engine Results,775
2015-03-01,gb,Travel Search Site,266
2015-03-01,it,Display Ads,186
2015-03-01,it,Search Engine Ads,613
2015-03-01,it,Search Engine Results,535
2015-03-01,us,Display Ads,16369
2015-03-01,us,KAYAK Deals Email,992
2015-03-01,us,Search Engine Ads,6690
2015-03-01,us,Search Engine Results,15402
2015-03-02,de,Display Ads,1530
2015-03-02,de,KAYAK Deals Email,17
2015-03-02,de,Search Engine Ads,1969
2015-03-02,de,Search Engine Results,1472
2015-03-02,es,Display Ads,649
2015-03-02,es,KAYAK Deals Email,17
2015-03-02,es,Search Engine Ads,3243
2015-03-02,es,Search Engine Results,2194
2015-03-02,fr,Display Ads,643
2015-03-02,fr,KAYAK Deals Email,57
2015-03-02,fr,Search Engine Ads,1209
2015-03-02,fr,Search Engine Results,1588
2015-03-02,gb,Display Ads,409
2015-03-02,gb,KAYAK Deals Email,13
2015-03-02,gb,Search Engine Ads,177
2015-03-02,gb,Search Engine Results,864
2015-03-02,gb,Travel Search Site,192
2015-03-02,it,Display Ads,223
2015-03-02,it,KAYAK Deals Email,20
2015-03-02,it,Search Engine Ads,654
2015-03-02,it,Search Engine Results,646
2015-03-02,us,Display Ads,18962
2015-03-02,us,KAYAK Deals Email,1026
2015-03-02,us,Search Engine Ads,6174
2015-03-02,us,Search Engine Results,16919
2015-03-03,de,Display Ads,1500
2015-03-03,de,KAYAK Deals Email,34
2015-03-03,de,Search Engine Ads,1862
2015-03-03,de,Search Engine Results,1371
2015-03-03,es,Display Ads,674
2015-03-03,es,KAYAK Deals Email,20
2015-03-03,es,Search Engine Ads,2996
2015-03-03,es,Search Engine Results,2080
2015-03-03,fr,Display Ads,616
2015-03-03,fr,KAYAK Deals Email,10
2015-03-03,fr,Search Engine Ads,826
2015-03-03,fr,Search Engine Results,1459
2015-03-03,gb,Display Ads,470
2015-03-03,gb,KAYAK Deals Email,20
2015-03-03,gb,Search Engine Ads,108
2015-03-03,gb,Search Engine Results,810
2015-03-03,gb,Travel Search Site,258
2015-03-03,it,Display Ads,243
2015-03-03,it,KAYAK Deals Email,20
2015-03-03,it,Search Engine Ads,644
2015-03-03,it,Search Engine Results,640
2015-03-03,us,Display Ads,19659
2015-03-03,us,KAYAK Deals Email,1179
2015-03-03,us,Search Engine Ads,6092
2015-03-03,us,Search Engine Results,16807
2015-03-04,de,Display Ads,1482
2015-03-04,de,KAYAK Deals Email,13
2015-03-04,de,Search Engine Ads,2134
2015-03-04,de,Search Engine Results,1260
2015-03-04,es,Display Ads,672
2015-03-04,es,KAYAK Deals Email,17
2015-03-04,es,Search Engine Ads,2810
2015-03-04,es,Search Engine Results,1906
2015-03-04,fr,Display Ads,524
2015-03-04,fr,KAYAK Deals Email,34
2015-03-04,fr,Search Engine Ads,846
2015-03-04,fr,Search Engine Results,1362
2015-03-04,gb,Display Ads,428
2015-03-04,gb,KAYAK Deals Email,37
2015-03-04,gb,Search Engine Ads,98
2015-03-04,gb,Search Engine Results,725
2015-03-04,gb,Travel Search Site,294
2015-03-04,it,Display Ads,248
